customer_id,age_years,net_amount,net_quantity,transaction_count,return_tx_count,nl_count,nl_open_rate,nl_click_rate,return_rate_tx,cluster
A0403938,36.19438740588638,0.0,0,2,1,1.0,1.0,1.0,0.5,0
A0404620,37.67008898015058,59.4,1,1,0,1.0,0.0,0.0,0.0,3
A0405031,54.76796714579056,526.5,2,4,1,3.0,0.3333333333333333,0.0,0.25,0
A0406351,41.98494182067078,517.4,5,7,1,11.0,0.6363636363636364,0.3636363636363636,0.14285714285714285,2
A0407495,36.580424366872,413.4,5,20,8,3.0,0.3333333333333333,0.3333333333333333,0.4,0
A0407918,38.08898015058179,0.0,0,2,1,5.0,0.4,0.2,0.5,0
A0408266,71.51266255989049,278.5,3,5,1,7.0,0.5714285714285714,0.1428571428571428,0.2,0
A0408370,37.724845995893226,0.0,0,2,1,1.0,1.0,0.0,0.5,0
A0409276,59.71526351813826,438.3,4,5,1,7.0,0.2857142857142857,0.0,0.2,0
A0409292,55.017111567419576,0.0,0,2,1,2.0,0.5,0.5,0.5,0
A0409689,57.06502395619439,247.0,2,8,3,4.0,0.25,0.0,0.375,0
A0410184,57.01300479123888,533.0,3,2,0,6.0,0.8333333333333334,0.1666666666666666,0.0,2
A0410928,53.80971937029432,193.5,1,3,1,2.0,1.0,0.5,0.3333333333333333,0
A0411217,42.04243668720055,332.3,5,9,2,4.0,0.75,0.25,0.2222222222222222,0
A0411901,55.73169062286105,1133.8,5,13,5,13.0,0.6923076923076923,0.3076923076923077,0.38461538461538464,0
A0414317,47.92607802874743,948.7,7,21,7,17.0,0.4117647058823529,0.1764705882352941,0.3333333333333333,1
A0415396,36.15058179329227,0.0,0,2,1,2.0,0.5,0.5,0.5,0
A0415676,44.32580424366872,-38.5,1,15,7,10.0,0.6,0.2,0.4666666666666667,0
A0416199,36.238193018480494,69.0,1,1,0,2.0,0.5,0.0,0.0,3
A0418421,25.94113620807666,0.0,0,2,1,10.0,0.4,0.2,0.5,0
A0418473,49.94113620807666,443.5,4,16,6,15.0,0.4666666666666667,0.2,0.375,0
A0420104,41.33607118412046,-211.0,-1,11,5,5.0,0.6,0.0,0.45454545454545453,0
A0420588,44.78850102669404,0.0,0,6,3,7.0,0.5714285714285714,0.2857142857142857,0.5,0
A0420788,49.36344969199179,121.5,1,7,3,15.0,0.6666666666666666,0.2,0.42857142857142855,0
A0421042,45.05681040383299,301.5,3,21,9,5.0,0.2,0.2,0.42857142857142855,0
A0421488,30.754277891854898,1203.6,8,18,5,7.0,0.4285714285714285,0.2857142857142857,0.2777777777777778,1
A0422299,44.544832306639286,387.0,3,7,2,10.0,0.6,0.2,0.2857142857142857,0
A0422345,43.75633127994524,433.0,5,7,1,8.0,0.5,0.0,0.14285714285714285,3
A0424308,48.84599589322382,36.5,1,7,3,13.0,0.4615384615384615,0.1538461538461538,0.42857142857142855,0
A0425713,29.13894592744695,282.9,4,14,5,21.0,0.4285714285714285,0.0952380952380952,0.35714285714285715,0
A0426013,57.73579739904175,210.5,2,16,7,23.0,0.5217391304347826,0.217391304347826,0.4375,0
A0426058,54.81724845995893,102.8,2,2,0,1.0,0.0,0.0,0.0,3
A0428722,41.87268993839836,190.5,1,3,1,3.0,0.3333333333333333,0.0,0.3333333333333333,0
A0429467,28.788501026694046,347.5,5,9,3,8.0,0.625,0.375,0.3333333333333333,0
A0430054,43.761806981519506,199.0,2,8,3,2.0,0.5,0.5,0.375,0
A0430221,48.199863107460644,74.6,2,4,1,1.0,0.0,0.0,0.25,0
A0431568,52.17522245037645,248.0,2,4,1,4.0,0.75,0.25,0.25,0
A0432513,51.5564681724846,740.5,5,19,7,5.0,0.6,0.0,0.3684210526315789,0
A0432902,39.17864476386037,127.0,1,1,0,1.0,1.0,0.0,0.0,2
A0433244,56.31211498973306,0.0,0,2,1,7.0,0.7142857142857143,0.2857142857142857,0.5,0
A0438401,41.23750855578371,0.0,0,2,1,2.0,1.0,0.5,0.5,0
A0438471,51.841204654346335,125.0,1,3,1,2.0,0.5,0.5,0.3333333333333333,0
A0438849,52.720054757015745,197.3,2,10,4,5.0,0.4,0.0,0.4,0
A0439089,28.06570841889117,383.5,2,8,3,13.0,0.2307692307692307,0.1538461538461538,0.375,0
A0440593,45.18001368925393,0.0,0,4,2,9.0,0.6666666666666666,0.2222222222222222,0.5,0
A0441063,56.76386036960986,0.0,0,2,1,4.0,0.25,0.0,0.5,0
A0441691,36.435318275154,144.9,1,3,1,1.0,1.0,1.0,0.3333333333333333,2
A0441781,61.661875427789184,0.0,0,2,1,3.0,0.0,0.0,0.5,0
A0442832,49.67008898015058,54.5,1,1,0,1.0,1.0,0.0,0.0,2
A0443970,42.242299794661186,-295.5,-1,7,4,1.0,0.0,0.0,0.5714285714285714,0
A0444655,57.45927446954141,0.0,0,2,1,2.0,0.0,0.0,0.5,0
A0446505,59.006160164271044,257.6,4,5,1,4.0,0.0,0.0,0.2,3
A0446665,45.46201232032854,104.5,1,3,1,5.0,0.6,0.4,0.3333333333333333,0
A0446770,57.45653661875428,72.0,1,3,1,4.0,0.5,0.5,0.3333333333333333,0
A0446877,47.83025325119781,134.5,1,3,1,4.0,0.0,0.0,0.3333333333333333,0
A0447114,43.88774811772758,151.7,2,10,4,11.0,0.4545454545454545,0.1818181818181818,0.4,0
A0447466,36.41889117043121,224.8,3,5,1,7.0,0.5714285714285714,0.1428571428571428,0.2,0
A0448708,43.94250513347023,172.5,1,5,2,5.0,0.4,0.0,0.4,0
A0449523,58.71047227926078,383.0,2,1,0,2.0,0.5,0.5,0.0,2
A0449647,50.403832991101986,47.0,1,3,1,2.0,0.5,0.0,0.3333333333333333,0
A0450385,59.058179329226554,73.5,1,7,3,2.0,1.0,0.5,0.42857142857142855,0
A0451858,51.331964407939765,244.29999999999998,4,4,1,6.0,0.5,0.1666666666666666,0.25,0
A0452254,38.666666666666664,104.5,1,15,7,12.0,0.5,0.25,0.4666666666666667,0
A0452257,54.13552361396304,622.0,6,12,4,17.0,0.6470588235294118,0.1176470588235294,0.3333333333333333,0
A0452505,32.00547570157426,343.5,1,3,1,8.0,0.625,0.25,0.3333333333333333,0
A0453106,55.728952772073924,0.0,0,4,2,2.0,0.5,0.5,0.5,0
A0453114,61.69472963723477,713.5,7,13,3,12.0,0.3333333333333333,0.1666666666666666,0.23076923076923078,0
A0454295,55.964407939767284,10.8,1,3,1,1.0,0.0,0.0,0.3333333333333333,0
A0454414,31.340177960301162,289.1,3,7,2,2.0,0.5,0.5,0.2857142857142857,0
A0454826,39.03901437371663,0.0,0,6,3,5.0,0.4,0.0,0.5,0
A0456112,61.856262833675565,0.0,0,2,1,3.0,0.0,0.0,0.5,0
A0456646,46.776180698151954,51.5,1,7,3,11.0,0.4545454545454545,0.3636363636363636,0.42857142857142855,0
A0458816,40.26557152635181,-65.0,2,26,12,10.0,0.4,0.0,0.46153846153846156,0
A0458836,60.59411362080767,668.4,9,7,0,15.0,0.6,0.2666666666666666,0.0,1
A0459352,33.23477070499658,58.5,1,5,2,1.0,0.0,0.0,0.4,0
A0460347,43.912388774811774,606.0,7,19,6,36.0,0.4444444444444444,0.1944444444444444,0.3157894736842105,1
A0460472,48.602327173169066,82.0,1,5,2,5.0,0.2,0.0,0.4,0
A0460510,64.22997946611909,30.0,1,3,1,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
A0460548,36.67898699520876,0.0,0,2,1,4.0,1.0,0.75,0.5,0
A0460798,64.95824777549623,392.5,2,2,0,2.0,0.5,0.5,0.0,2
A0462133,45.93839835728953,1963.7,14,19,4,9.0,0.6666666666666666,0.2222222222222222,0.21052631578947367,1
A0462913,42.4394250513347,320.4,3,7,2,11.0,0.7272727272727273,0.2727272727272727,0.2857142857142857,0
A0465807,64.13415468856947,66.5,1,1,0,1.0,1.0,0.0,0.0,2
A0465859,46.34360027378508,134.5,1,1,0,4.0,0.25,0.0,0.0,3
A0467003,52.46817248459959,890.7,8,17,5,15.0,0.5333333333333333,0.4,0.29411764705882354,1
A0467114,62.12457221081451,574.2,6,12,4,9.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
A0468098,62.60643394934975,220.0,1,5,2,1.0,0.0,0.0,0.4,0
A0469732,61.48117727583847,551.0,6,14,4,4.0,0.25,0.0,0.2857142857142857,0
A0470674,36.05749486652977,229.0,2,8,3,19.0,0.4736842105263157,0.0526315789473684,0.375,0
A0470886,63.87679671457906,196.5,2,8,3,3.0,0.6666666666666666,0.0,0.375,0
A0471021,54.46680355920602,814.1,8,8,0,8.0,0.75,0.25,0.0,2
A0471443,63.58384668035592,0.0,0,2,1,6.0,0.6666666666666666,0.1666666666666666,0.5,0
A0472444,32.18343600273785,830.0,8,13,3,12.0,0.4166666666666667,0.1666666666666666,0.23076923076923078,1
A0472736,54.42299794661191,241.5,2,2,0,6.0,0.1666666666666666,0.1666666666666666,0.0,3
A0473301,57.30595482546201,384.5,3,9,3,2.0,0.0,0.0,0.3333333333333333,0
A0473923,60.473648186173854,0.0,0,2,1,1.0,0.0,0.0,0.5,0
A0474095,42.13278576317591,291.0,2,8,3,4.0,0.75,0.25,0.375,0
A0481196,34.80082135523614,298.0,1,1,0,1.0,1.0,1.0,0.0,2
A0481212,35.45790554414784,163.0,1,1,0,2.0,0.5,0.0,0.0,3
A0504241,59.83846680355921,52.0,1,1,0,1.0,0.0,0.0,0.0,3
A0518272,55.917864476386036,1028.2,7,6,1,4.0,0.5,0.0,0.16666666666666666,3
A0526421,63.04722792607803,461.6,4,2,0,1.0,1.0,0.0,0.0,2
A0528202,32.8104038329911,392.5,3,3,0,4.0,0.5,0.25,0.0,2
A0529483,31.808350444900753,126.5,2,2,0,2.0,0.5,0.0,0.0,3
A0531773,50.978781656399725,231.0,2,1,0,2.0,0.5,0.5,0.0,2
A0532231,23.21971252566735,83.0,1,1,0,2.0,0.5,0.5,0.0,2
A0534038,58.20670773442848,37.5,1,1,0,1.0,0.0,0.0,0.0,3
A0534231,32.876112251882276,67.5,1,3,1,3.0,1.0,0.3333333333333333,0.3333333333333333,0
A0534304,50.403832991101986,349.0,2,2,0,3.0,0.0,0.0,0.0,3
A0534335,56.70362765229295,120.5,1,1,0,3.0,0.6666666666666666,0.6666666666666666,0.0,2
A0534382,54.57084188911704,820.3,5,7,1,9.0,0.7777777777777778,0.3333333333333333,0.14285714285714285,2
A0535251,47.01984941820671,332.5,3,3,0,5.0,0.6,0.0,0.0,3
A0537663,34.90485968514716,138.0,2,2,0,4.0,0.25,0.0,0.0,3
A0541586,34.8145106091718,460.5,3,3,0,7.0,0.7142857142857143,0.2857142857142857,0.0,2
A0542259,42.38193018480493,355.5,2,2,0,7.0,0.8571428571428571,0.1428571428571428,0.0,2
A0542680,55.43600273785078,554.4,7,6,0,2.0,1.0,0.5,0.0,2
A0543454,41.779603011635864,214.1,3,2,0,3.0,0.6666666666666666,0.0,0.0,3
A0545064,30.34360027378508,279.0,2,2,0,1.0,1.0,0.0,0.0,2
A0546079,35.017111567419576,154.9,2,2,0,1.0,0.0,0.0,0.0,3
A0546130,60.03832991101985,0.0,0,2,1,2.0,0.0,0.0,0.5,0
A0547170,36.35318275154004,414.0,4,4,0,8.0,0.5,0.125,0.0,3
A0547923,48.511978097193705,187.9,2,2,0,1.0,1.0,0.0,0.0,2
A0548166,54.8911704312115,1001.1,9,7,0,12.0,0.5,0.0833333333333333,0.0,1
A0548492,49.42368240930869,946.5,8,8,0,5.0,0.8,0.0,0.0,1
A0550415,47.383983572895275,218.5,2,2,0,5.0,0.8,0.0,0.0,2
A0550511,35.370294318959616,985.5,13,11,0,15.0,0.3333333333333333,0.0666666666666666,0.0,1
A0551683,40.46817248459959,996.5,9,9,0,5.0,0.6,0.2,0.0,1
A0551785,50.92950034223135,78.0,1,1,0,1.0,1.0,0.0,0.0,2
A0552725,44.941820670773446,339.5,4,4,0,3.0,0.0,0.0,0.0,3
A0552799,64.96098562628337,258.0,6,4,0,10.0,0.4,0.1,0.0,3
A0552839,56.68720054757016,350.5,4,4,0,1.0,0.0,0.0,0.0,3
A0553221,60.5886379192334,261.4,3,3,0,7.0,0.4285714285714285,0.1428571428571428,0.0,3
A0554459,59.68788501026694,248.5,4,4,0,4.0,0.75,0.25,0.0,2
A0555298,62.85831622176591,209.0,2,2,0,1.0,0.0,0.0,0.0,3
A0556223,63.72621492128679,413.3,4,4,0,8.0,0.25,0.125,0.0,3
A0556311,35.898699520876114,119.5,2,4,1,4.0,0.5,0.0,0.25,0
A0557771,63.81108829568789,343.8,4,4,0,8.0,0.375,0.125,0.0,3
A0561130,42.001368925393564,32.0,1,1,0,1.0,0.0,0.0,0.0,3
A0562749,37.49486652977413,539.3,5,5,0,1.0,1.0,1.0,0.0,2
A0564724,58.861054072553046,493.0,2,2,0,1.0,1.0,0.0,0.0,2
A0566082,55.082819986310746,95.5,1,1,0,1.0,0.0,0.0,0.0,3
A0567275,56.747433264887064,335.8,4,4,0,2.0,1.0,0.5,0.0,2
A0569619,22.288843258042437,865.0,10,8,0,4.0,0.0,0.0,0.0,3
A0569969,59.95345653661875,161.0,1,1,0,2.0,0.0,0.0,0.0,3
A0571043,41.059548254620125,234.0,1,1,0,1.0,0.0,0.0,0.0,3
A0571107,60.15605749486653,115.0,2,2,0,2.0,0.5,0.5,0.0,2
A0571338,40.7419575633128,336.9,4,4,0,11.0,0.1818181818181818,0.0909090909090909,0.0,3
A0572437,39.74537987679671,936.0,8,6,0,1.0,1.0,0.0,0.0,2
A0576286,65.67008898015058,2930.0,23,16,0,9.0,0.3333333333333333,0.0,0.0,1
A0576650,39.61670088980151,203.9,3,3,0,6.0,0.6666666666666666,0.1666666666666666,0.0,2
A0576688,69.02395619438741,136.0,2,2,0,1.0,1.0,0.0,0.0,2
A0577405,63.96167008898015,325.3,4,4,0,1.0,0.0,0.0,0.0,3
A0579600,40.11225188227242,1247.0,9,9,0,2.0,0.0,0.0,0.0,3
A0579684,42.19849418206708,299.0,2,2,0,6.0,0.3333333333333333,0.0,0.0,3
A0579806,59.32375085557837,605.1,8,6,0,16.0,0.4375,0.1875,0.0,1
A0581900,36.224503764544835,668.0,7,5,0,1.0,0.0,0.0,0.0,3
A0584158,62.2340862422998,169.5,3,3,0,1.0,0.0,0.0,0.0,3
A0585621,42.18754277891855,427.9,3,4,1,9.0,0.4444444444444444,0.1111111111111111,0.25,0
A0587023,31.23613963039015,942.9,11,10,0,3.0,0.6666666666666666,0.0,0.0,1
A0587472,42.12731006160164,1250.3,9,8,0,8.0,0.125,0.0,0.0,1
A0589308,61.946611909650926,634.4,7,6,0,9.0,0.3333333333333333,0.1111111111111111,0.0,3
A0589556,32.17522245037645,680.0,5,5,0,4.0,0.25,0.0,0.0,3
A0590327,59.063655030800824,971.6,10,15,3,22.0,0.5454545454545454,0.1363636363636363,0.2,1
A0590474,49.492128678986994,423.9,4,4,0,2.0,1.0,0.0,0.0,2
A0591689,44.580424366872,410.0,4,4,0,3.0,0.6666666666666666,0.0,0.0,3
A0592755,50.17932922655715,233.8,3,3,0,4.0,0.25,0.0,0.0,3
A0593351,44.57221081451061,461.2,5,5,0,4.0,0.75,0.25,0.0,2
A0594425,50.12731006160164,202.39999999999998,2,2,0,2.0,0.0,0.0,0.0,3
A0594525,52.558521560574945,496.4,5,7,1,4.0,0.5,0.0,0.14285714285714285,3
A0594674,50.18754277891855,363.6,5,5,0,3.0,0.3333333333333333,0.3333333333333333,0.0,3
A0596270,36.99657768651608,208.6,3,3,0,1.0,0.0,0.0,0.0,3
A0597451,32.224503764544835,199.5,3,1,0,2.0,0.5,0.0,0.0,3
A0600701,58.46406570841889,204.0,2,2,0,3.0,1.0,0.0,0.0,2
A0600792,40.40520191649555,630.0,6,5,0,13.0,0.1538461538461538,0.0769230769230769,0.0,3
A0601192,58.10814510609172,398.5,4,4,0,1.0,0.0,0.0,0.0,3
A0602842,49.327857631759066,312.0,2,6,2,2.0,0.0,0.0,0.3333333333333333,0
A0603519,66.29158110882958,171.5,2,2,0,4.0,0.25,0.0,0.0,3
A0604091,61.11978097193704,351.1,4,3,0,2.0,0.5,0.0,0.0,3
A0610816,52.24366872005476,270.0,2,2,0,1.0,0.0,0.0,0.0,3
A0612334,40.68720054757016,248.0,2,1,0,1.0,0.0,0.0,0.0,3
A0612741,34.732375085557834,375.5,3,5,1,10.0,0.4,0.0,0.2,0
A0614536,32.695414099931554,168.5,1,1,0,1.0,0.0,0.0,0.0,3
A0615099,56.16974674880219,1697.7,13,13,0,4.0,0.5,0.25,0.0,1
A0615139,36.59958932238193,300.0,3,3,0,1.0,0.0,0.0,0.0,3
A0616101,48.473648186173854,1080.2,9,7,0,3.0,0.6666666666666666,0.3333333333333333,0.0,2
A0616839,50.14647501711157,446.7,4,4,0,4.0,0.5,0.5,0.0,2
A0617012,51.79192334017796,62.5,1,1,0,3.0,0.6666666666666666,0.3333333333333333,0.0,2
A0617235,47.04175222450377,0.0,0,2,1,4.0,1.0,0.25,0.5,0
A0617390,44.336755646817245,232.0,2,2,0,2.0,0.5,0.5,0.0,2
A0617745,34.600958247775495,110.0,2,2,0,1.0,1.0,0.0,0.0,2
A0618978,47.14305270362765,434.0,6,6,0,10.0,0.6,0.1,0.0,3
A0622332,62.23682409308692,94.5,2,2,0,3.0,0.3333333333333333,0.3333333333333333,0.0,3
A0624156,45.25941136208077,93.3,2,2,0,4.0,0.5,0.5,0.0,2
A0624885,56.2299794661191,91.8,3,3,0,8.0,0.125,0.0,0.0,3
A0626752,39.1895961670089,1175.0,12,11,0,9.0,0.4444444444444444,0.1111111111111111,0.0,1
A0627972,57.648186173853524,235.5,3,1,0,1.0,0.0,0.0,0.0,3
A0629301,44.16153319644079,780.0,5,5,0,4.0,0.75,0.0,0.0,2
A0632188,54.012320328542096,1058.3,9,7,0,6.0,0.5,0.0,0.0,1
A0634778,46.18754277891855,260.5,2,2,0,5.0,0.2,0.0,0.0,3
A0636085,64.59411362080766,264.5,2,2,0,1.0,0.0,0.0,0.0,3
A0637045,56.766598220396986,443.3,3,3,0,5.0,0.6,0.0,0.0,3
A0637333,43.58932238193019,135.8,2,2,0,4.0,0.25,0.25,0.0,3
A0637377,37.14989733059548,829.5,8,8,0,5.0,0.2,0.0,0.0,3
A0638604,45.2621492128679,267.9,4,2,0,5.0,0.2,0.0,0.0,3
A0639432,34.78713210130048,60.0,1,1,0,2.0,1.0,0.5,0.0,2
A0641340,58.9678302532512,57.0,1,1,0,1.0,1.0,0.0,0.0,2
A0641707,42.60643394934976,101.5,1,1,0,1.0,1.0,0.0,0.0,2
A0641788,38.81724845995893,171.0,3,3,0,1.0,1.0,0.0,0.0,2
A0642490,36.1368925393566,118.5,1,1,0,2.0,0.5,0.0,0.0,3
A0642571,58.06707734428473,180.9,2,2,0,1.0,0.0,0.0,0.0,3
A0642933,55.37850787132101,39.3,2,2,0,1.0,1.0,0.0,0.0,2
A0643368,34.12731006160164,232.0,2,2,0,1.0,0.0,0.0,0.0,3
A0645470,37.319644079397676,806.0,6,6,0,1.0,1.0,1.0,0.0,2
A0646318,39.676933607118414,264.0,3,3,0,1.0,1.0,0.0,0.0,2
A0646950,42.743326488706366,400.0,3,3,0,1.0,1.0,0.0,0.0,2
A0647642,56.43805612594114,80.0,1,1,0,1.0,0.0,0.0,0.0,3
A0648664,38.091718001368925,316.5,3,3,0,2.0,0.5,0.0,0.0,3
A0649259,53.73579739904174,401.1,5,5,0,2.0,0.5,0.0,0.0,3
A0649921,48.44900752908966,157.6,2,2,0,2.0,1.0,0.5,0.0,2
A0650451,43.82203969883641,1191.0,5,3,0,5.0,0.4,0.4,0.0,2
A0651754,30.17385352498289,875.4,11,7,0,5.0,0.6,0.4,0.0,1
A0652910,53.63175906913072,515.8,5,5,0,3.0,0.6666666666666666,0.3333333333333333,0.0,2
A0653388,38.338124572210816,1305.0,7,6,0,1.0,0.0,0.0,0.0,3
A0657252,32.94455852156057,66.0,1,1,0,1.0,0.0,0.0,0.0,3
A0660150,61.98767967145791,543.0,5,5,0,7.0,0.5714285714285714,0.1428571428571428,0.0,3
A0660588,62.53251197809719,165.1,2,2,0,1.0,0.0,0.0,0.0,3
A0661738,33.256673511293634,1563.9,15,14,0,6.0,0.5,0.0,0.0,1
A0661877,44.2135523613963,463.6,4,4,0,6.0,0.1666666666666666,0.1666666666666666,0.0,3
A0662680,59.91238877481177,743.8,7,7,0,1.0,0.0,0.0,0.0,3
A0665489,41.752224503764545,405.9,5,3,0,8.0,0.5,0.25,0.0,2
A0667722,54.57905544147844,162.5,1,1,0,1.0,1.0,0.0,0.0,2
A0668065,52.12867898699521,528.0,4,4,0,5.0,0.2,0.0,0.0,3
A0669089,46.71594798083505,275.5,1,1,0,2.0,0.5,0.0,0.0,3
A0669549,64.80492813141684,644.6,5,5,0,2.0,0.5,0.0,0.0,3
A0670628,56.563997262149215,550.5,5,5,0,12.0,0.6666666666666666,0.1666666666666666,0.0,2
A0670762,49.80698151950719,318.5,3,3,0,2.0,0.0,0.0,0.0,3
A0671205,41.58521560574949,275.5,2,4,1,3.0,0.3333333333333333,0.0,0.25,0
A0671986,49.223819301848046,179.0,1,1,0,1.0,0.0,0.0,0.0,3
A0674544,48.07939767282683,2231.5,15,14,0,2.0,0.0,0.0,0.0,1
A0674701,57.98220396988364,641.5,6,6,0,5.0,0.8,0.6,0.0,2
A0675140,65.22655715263518,818.5,10,8,0,5.0,0.2,0.0,0.0,3
A0675295,52.14784394250514,216.8,3,3,0,5.0,0.6,0.0,0.0,3
A0675298,51.408624229979466,137.5,1,1,0,2.0,0.5,0.5,0.0,2
