customer_id|Size|Quantity|Date|Payment_Method|list_price|store_channel|discount_percentage|line_amount|is_return|product_id
A0358076|L|1|23AUG2023|Card|163.5|E-commerce|0|163.5|0|192901
A0358076||1|06MAY2023|Card|31|E-commerce|0|31|0|196973
A0358076|G|1|23AUG2023|Card|125.5|E-commerce|0|125.5|0|192644
A0358076|P|-1|12MAY2023|Card|113|E-commerce|0|-113|1|196284
A0358076|S|-1|27MAY2023|Card|65|E-commerce|0|-65|1|195778
A0358076|S|-1|22MAY2023|Card|112|E-commerce|0|-112|1|194999
A0358076|S|1|30APR2023|Card|112|E-commerce|0|112|0|194999
A0358076|M|1|15SEP2023|Card|162|E-commerce|0.2|129.6|0|192811
A0358100|M|-1|29MAY2023|Card|67|E-commerce|0|-67|1|195410
A0358100|M|1|08MAY2023|Card|67|E-commerce|0|67|0|195410
A0358100|L|-1|30NOV2023|Card|62|E-commerce|0|-62|1|193834
A0358100|L|1|04NOV2023|Card|62|E-commerce|0|62|0|193834
A0358100|M|1|14JUN2023|Card|94|E-commerce|0|94|0|194401
A0358100|XL|-1|09MAY2024|Card|80.5|E-commerce|0|-80.5|1|188156
A0358100|48|1|12FEB2024|Card|286|E-commerce|0|286|0|192912
A0358100|M|1|15APR2024|Card|155.5|E-commerce|0.3|108.9|0|188972
A0358100|XL|1|15APR2024|Card|80.5|E-commerce|0|80.5|0|188156
A0358100|38|1|29MAY2024|Card|248.5|E-commerce|0|248.5|0|189022
A0358100|G|1|26FEB2025|Card|85|E-commerce|0|85|0|187057
A0359209|M|-1|28OCT2024|Card|82.5|E-commerce|0|-82.5|1|186291
A0359209|M|1|15DEC2024|Card|419|E-commerce|0.55|188.6|0|186099
A0359209|S|1|15DEC2024|Card|105|E-commerce|0|105|0|185379
A0359209|L|-1|03DEC2024|Card|91|E-commerce|0|-91|1|185555
A0359209|M|1|15DEC2024|Card|74.5|E-commerce|0.55|33.5|0|185633
A0359209|S|-1|05JAN2025|Card|105|E-commerce|0|-105|1|185379
A0359209|L|1|10NOV2024|Card|91|E-commerce|0|91|0|185555
A0359209|M|-1|15JAN2025|Card|108|E-commerce|0|-108|1|185097
A0359209|M|1|19DEC2024|Card|108|E-commerce|0|108|0|185097
A0359209|L|1|07NOV2024|Card|92|E-commerce|0|92|0|187922
A0359209|L|-1|12NOV2024|Card|92|E-commerce|0|-92|1|187922
A0359209|42|-1|07NOV2024|Card|164|E-commerce|0|-164|1|186942
A0359209||1|08AUG2023|Card|78|E-commerce|0|78|0|193968
A0359209|38|1|09APR2023|Card|184.5|E-commerce|0|184.5|0|195262
A0359209|M|1|29OCT2023|Card|102|E-commerce|0|102|0|193169
A0359209|M|1|15AUG2023|Card|105.5|E-commerce|0.45|58|0|191443
A0359209||-1|14AUG2023|Card|78|E-commerce|0|-78|1|193968
A0359209|S|-1|07MAY2023|Card|42.5|E-commerce|0|-42.5|1|195991
A0359209|S|1|09APR2023|Card|83.5|E-commerce|0.3|58.5|0|194977
A0359209|38|-1|30APR2023|Card|184.5|E-commerce|0|-184.5|1|195262
A0359209|P|1|29OCT2023|Card|106.5|E-commerce|0|106.5|0|191292
A0359209|38|-1|01MAY2023|Card|103.5|E-commerce|0|-103.5|1|196188
A0359209|S|-1|23APR2023|Card|108|E-commerce|0|-108|1|194147
A0359209|S|1|09APR2023|Card|108|E-commerce|0|108|0|194147
A0359209|S|1|18APR2023|Card|42.5|E-commerce|0|42.5|0|195991
A0359209|38|1|09APR2023|Card|103.5|E-commerce|0|103.5|0|196188
A0359209|M|1|09APR2023|Card|84.5|E-commerce|0.2|67.6|0|196777
A0359209|M|1|18APR2023|Card|87.5|E-commerce|0.2|70|0|194273
A0359209|38|1|15AUG2023|Card|156|E-commerce|0.4|93.6|0|193016
A0359209|42|1|10OCT2024|Card|164|E-commerce|0|164|0|186942
A0359209|36|1|10OCT2024|Card|114|E-commerce|0|114|0|187384
A0359209|XL|1|10OCT2024|Card|163|E-commerce|0|163|0|186115
A0359209|S|1|28SEP2024|Card|57.5|E-commerce|0|57.5|0|185149
A0359209|M|1|10OCT2024|Card|82.5|E-commerce|0|82.5|0|186291
A0359209|36|1|10OCT2024|Card|85|E-commerce|0|85|0|187748
A0359209|S|1|05SEP2024|Card|53.5|E-commerce|0|53.5|0|187071
A0359334|S|-1|07SEP2024|Card|43|E-commerce|0|-43|1|190323
A0359334|P|-1|17JUN2024|Card|118|E-commerce|0|-118|1|189630
A0359334|S|1|01SEP2024|Card|43|E-commerce|0|43|0|190323
A0359334|P|1|19MAY2024|Card|118|E-commerce|0|118|0|189630
A0359334|M|1|19MAY2024|Card|121|E-commerce|0|121|0|190794
A0359334|M|1|30APR2023|Card|135|E-commerce|0.25|101.3|0|194745
A0359334|S|-1|01NOV2024|Card|64|E-commerce|0|-64|1|185955
A0359334|S|1|16OCT2024|Card|64|E-commerce|0|64|0|185955
A0359572|48|1|04JAN2024|Card|150|E-commerce|0|150|0|192600
A0359572|M|-1|25APR2024|Card|93|E-commerce|0|-93|1|188077
A0359572|44|-1|21JUN2024|Card|223|E-commerce|0|-223|1|189974
A0359572|M|1|04JAN2024|Card|68.5|E-commerce|0.5|34.3|0|193797
A0359572|L|1|09APR2024|Card|105|E-commerce|0|105|0|188116
A0359572|M|1|12JAN2024|Card|93|E-commerce|0|93|0|193850
A0359572|XL|1|12JAN2024|Card|88.5|E-commerce|0|88.5|0|191223
A0359572|P|3|02MAR2024|Card|118|E-commerce|0.3|247.8|0|188720
A0359572|M|1|14JAN2024|Card|100.5|E-commerce|0|100.5|0|191034
A0359572|S|1|02APR2024|Card|87.5|E-commerce|0|87.5|0|188891
A0359572|M|1|09APR2024|Card|93|E-commerce|0|93|0|188077
A0359572|44|1|30MAY2024|Card|223|E-commerce|0|223|0|189974
A0359572|48|-1|31JAN2024|Card|150|E-commerce|0|-150|1|192600
A0359572|S|1|14FEB2024|Card|163|E-commerce|0|163|0|188662
A0359572|S|1|01MAR2023|Card|71|E-commerce|0|71|0|196899
A0359572||-1|23MAR2023|Card|31.5|E-commerce|0|-31.5|1|194156
A0359572||1|01MAR2023|Card|31.5|E-commerce|0|31.5|0|194156
A0359572|L|1|21OCT2023|Card|51|E-commerce|0|51|0|192836
A0359572||1|23APR2023|Card|18.5|E-commerce|0|18.5|0|195560
A0359572|36|1|01MAR2023|Card|155|E-commerce|0|155|0|196510
A0359572|S|-1|27SEP2023|Card|127|E-commerce|0|-127|1|195161
A0359572|L|-1|19NOV2023|Card|51|E-commerce|0|-51|1|192836
A0359572|S|1|13SEP2023|Card|127|E-commerce|0|127|0|195161
A0359572|M|-1|13JAN2025|Card|251|E-commerce|0|-251|1|186052
A0359572|L|1|01JAN2025|Card|127|E-commerce|0|127|0|187129
A0359572|S|1|23NOV2024|Card|82.5|E-commerce|0|82.5|0|187073
A0359572|S|-1|31OCT2024|Card|120.5|E-commerce|0|-120.5|1|187017
A0359572|S|-1|13DEC2024|Card|82.5|E-commerce|0|-82.5|1|187073
A0359572|L|-1|24JAN2025|Card|127|E-commerce|0|-127|1|187129
A0359572|M|1|20FEB2025|Card|141.5|E-commerce|0|141.5|0|184330
A0359572|M|-1|25JAN2025|Card|251|E-commerce|0|-251|1|186052
A0359572|P|2|09JAN2025|Card|95.5|E-commerce|0.45|105|0|187574
A0359572|M|1|09JAN2025|Card|251|E-commerce|0|251|0|186052
A0359572|XL|1|20FEB2025|Card|204.5|E-commerce|0|204.5|0|183811
A0359572|S|1|20FEB2025|Card|67|E-commerce|0|67|0|182625
A0359572|S|1|25OCT2024|Card|120.5|E-commerce|0|120.5|0|187017
A0359572|36|1|01JAN2025|Card|185|E-commerce|0.45|101.8|0|187904
A0359572||2|20OCT2024|Card|36.5|E-commerce|0.2|58.4|0|187286
A0360371|M|1|21JAN2025|Card|74|E-commerce|0|74|0|187853
A0360371|M|-3|27JAN2025|Card|115.5|E-commerce|0|-346.5|1|188013
A0360371|M|1|02DEC2024|Card|259|E-commerce|0.5|129.5|0|185874
A0360371|XL|1|21JAN2025|Card|178|E-commerce|0|178|0|188039
A0360371|M|1|12FEB2025|Card|108|E-commerce|0|108|0|184703
A0360371|S|1|21OCT2024|Card|84.5|E-commerce|0|84.5|0|187409
A0360371|P|1|09JAN2025|Card|110.5|E-commerce|0|110.5|0|185364
A0360371|S|-1|27JAN2025|Card|117.5|E-commerce|0|-117.5|1|186398
A0360371|S|1|21JAN2025|Card|138|E-commerce|0|138|0|185126
A0360371|S|-1|20FEB2025|Card|138|E-commerce|0|-138|1|185126
A0360371|M|-1|27JAN2025|Card|74|E-commerce|0|-74|1|187853
A0360371|M|-3|09FEB2025|Card|115.5|E-commerce|0|-346.5|1|188013
A0360371|S|1|21JAN2025|Card|117.5|E-commerce|0|117.5|0|186398
A0360371|L|1|30NOV2024|Card|119.5|E-commerce|0.55|53.8|0|185930
A0360371|38|1|16JAN2025|Card|135|E-commerce|0|135|0|185086
A0360371|XL|-1|27JAN2025|Card|178|E-commerce|0|-178|1|188039
A0360371||1|06JAN2025|Card|28.5|E-commerce|0|28.5|0|186720
A0360371|M|3|21JAN2025|Card|115.5|E-commerce|0|346.5|0|188013
A0360371|P|-1|20JAN2025|Card|110.5|E-commerce|0|-110.5|1|185364
A0360371|S|-1|27JAN2025|Card|138|E-commerce|0|-138|1|185126
A0360371|M|1|10DEC2023|Card|96.5|E-commerce|0|96.5|0|193141
A0360371|XL|1|19OCT2023|Card|280|E-commerce|0|280|0|193206
A0360371|38|1|24SEP2023|Card|89.5|E-commerce|0.45|49.2|0|191118
A0360371|S|1|23MAR2023|Card|42.5|E-commerce|0|42.5|0|195991
A0360371|M|1|19OCT2023|Card|67|E-commerce|0|67|0|192164
A0360371|P|-2|27MAR2024|Card|116.5|E-commerce|0|-233|1|190826
A0360371|40|3|07MAR2024|Card|183|E-commerce|0|549|0|190026
A0360371|L|1|26AUG2024|Card|125.5|E-commerce|0|125.5|0|187778
A0360371|M|1|27DEC2023|Card|114.5|E-commerce|0|114.5|0|193759
A0360371||1|31AUG2024|Card|51|E-commerce|0|51|0|186896
A0360371|M|2|07MAR2024|Card|93.5|E-commerce|0|187|0|190709
A0360371|L|-1|24FEB2024|Card|96.5|E-commerce|0|-96.5|1|193663
A0360371|M|-1|30DEC2023|Card|96.5|E-commerce|0|-96.5|1|193141
A0360371|P|2|19MAR2024|Card|116.5|E-commerce|0|233|0|190826
A0360371|M|1|26MAR2024|Card|53.5|E-commerce|0|53.5|0|188685
A0360371|S|3|12SEP2024|Card|121.5|E-commerce|0|364.5|0|186815
A0360371|M|-1|07APR2024|Card|53.5|E-commerce|0|-53.5|1|188685
A0360371|L|1|16FEB2024|Card|96.5|E-commerce|0|96.5|0|193663
A0360371|40|-3|27MAR2024|Card|183|E-commerce|0|-549|1|190026
A0360371|M|1|19AUG2024|Card|143.5|E-commerce|0.5|71.8|0|187620
A0360371|M|-1|02JAN2024|Card|114.5|E-commerce|0|-114.5|1|193759
A0360371|L|-1|22FEB2024|Card|96.5|E-commerce|0|-96.5|1|193663
A0360371|XXL|1|31AUG2024|Card|177.5|E-commerce|0|177.5|0|186024
A0360603|L|1|03NOV2024|Card|293|E-commerce|0|293|0|185172
A0360603|M|-1|01NOV2024|Card|143|E-commerce|0|-143|1|185280
A0360603|L|1|10JAN2025|Card|124|E-commerce|0|124|0|186035
A0360603|L|-1|03FEB2025|Card|124|E-commerce|0|-124|1|186035
A0360603|M|1|03NOV2024|Card|44|E-commerce|0|44|0|186813
A0360603|S|1|19DEC2024|Card|41|E-commerce|0|41|0|185123
A0360603|M|-1|16NOV2024|Card|44|E-commerce|0|-44|1|186813
A0360603|38|2|03NOV2024|Card|143|E-commerce|0|286|0|187982
A0360603|M|1|28FEB2024|Card|53|E-commerce|0.35|34.5|0|190480
A0360603|S|1|15JUL2024|Card|211|E-commerce|0|211|0|190528
A0360603|XL|-1|02JUL2024|Card|153.5|E-commerce|0|-153.5|1|189042
A0360603|44|1|09JUL2024|Card|252|E-commerce|0|252|0|190660
A0360603|36|-1|02AUG2024|Card|186|E-commerce|0|-186|1|190400
A0360603|36|1|08JUL2024|Card|186|E-commerce|0|186|0|190400
A0360603|44|-1|14JUL2024|Card|252|E-commerce|0|-252|1|190660
A0360603|M|1|07OCT2024|Card|143|E-commerce|0|143|0|185280
A0360603|S|1|22APR2024|Card|100|E-commerce|0|100|0|189591
A0360603|XL|1|07JUN2024|Card|153.5|E-commerce|0|153.5|0|189042
A0360603|S|1|19DEC2023|Card|73.5|E-commerce|0|73.5|0|192013
A0360718|M|1|30SEP2023|Card|140.5|E-commerce|0.4|84.3|0|191268
A0360718|S|1|09MAY2024|Card|152|E-commerce|0|152|0|188239
A0360718|S|-1|22MAY2024|Card|152|E-commerce|0|-152|1|188239
A0360718|M|1|10AUG2024|Card|109.5|E-commerce|0.5|54.8|0|185927
A0360718|M|1|04DEC2024|Card|263|E-commerce|0|263|0|186988
A0361398|36|1|22JAN2025|Card|114|E-commerce|0.5|57|0|187384
A0361398|M|1|28JUN2024|Card|269|E-commerce|0|269|0|189978
A0361398|M|-1|06JUL2024|Card|269|E-commerce|0|-269|1|189978
A0361398|M|1|10SEP2024|Card|117|E-commerce|0|117|0|188781
A0361398|M|1|20JAN2024|Card|219.5|E-commerce|0.5|109.8|0|193154
A0361398|M|3|15SEP2024|Card|94.5|E-commerce|0.15|240.9|0|185531
A0361398|42|1|27MAY2023|Card|294.5|E-commerce|0.2|235.6|0|194082
A0361398||2|09NOV2023|Card|18|E-commerce|0|36|0|192371
A0361398|M|1|22OCT2023|Card|181.5|E-commerce|0|181.5|0|193332
A0361398|M|1|20OCT2023|Card|82.5|E-commerce|0|82.5|0|193979
A0361398|M|-1|18NOV2023|Card|82.5|E-commerce|0|-82.5|1|193979
A0361398|M|-1|19NOV2023|Card|181.5|E-commerce|0|-181.5|1|193332
A0363540|44|-1|01SEP2024|Card|161|E-commerce|0|-161|1|190920
A0363540||1|07JAN2024|Card|16|E-commerce|0|16|0|191955
A0363540||-1|21JAN2024|Card|16|E-commerce|0|-16|1|191955
A0363540|44|1|04AUG2024|Card|161|E-commerce|0|161|0|190920
A0363540|M|2|25JAN2025|Card|181|E-commerce|0|362|0|186113
A0363540|S|-1|19NOV2024|Card|88|E-commerce|0|-88|1|187253
A0363540|S|1|09DEC2024|Card|115.5|E-commerce|0|115.5|0|188013
A0363540|S|-1|16DEC2024|Card|115.5|E-commerce|0|-115.5|1|188013
A0363540|S|1|15OCT2024|Card|302|E-commerce|0|302|0|185770
A0363540|S|1|12NOV2024|Card|88|E-commerce|0|88|0|187253
A0363752||1|18DEC2023|Card|52.5|E-commerce|0|52.5|0|192622
A0363752|M|1|01SEP2023|Card|85.5|E-commerce|0|85.5|0|194053
A0363752|L|1|18DEC2023|Card|242|E-commerce|0|242|0|192500
A0363752|M|1|18DEC2023|Card|235|E-commerce|0.55|105.8|0|191767
A0363752|L|1|26SEP2023|Card|60.5|E-commerce|0.45|33.3|0|191361
A0363752|L|-1|16JAN2024|Card|242|E-commerce|0|-242|1|192500
A0363752|M|1|29APR2024|Card|139|E-commerce|0|139|0|188308
A0363752|S|1|09MAR2024|Card|199|E-commerce|0|199|0|188689
A0363752|M|-1|18MAY2024|Card|139|E-commerce|0|-139|1|188308
A0363752||-1|11JAN2024|Card|52.5|E-commerce|0|-52.5|1|192622
A0363811|M|-1|13MAY2024|Card|133|E-commerce|0|-133|1|189414
A0363811|M|1|21MAY2024|Card|67.5|E-commerce|0|67.5|0|189581
A0363811|M|1|24APR2024|Card|133|E-commerce|0|133|0|189414
A0363811|M|1|05JUN2023|Card|105.5|E-commerce|0|105.5|0|196618
A0366871||1|02SEP2024|Card|77|E-commerce|0|77|0|186694
A0366871||-1|09SEP2024|Card|77|E-commerce|0|-77|1|186694
A0368654|M|1|05FEB2025|Card|88.5|E-commerce|0|88.5|0|182240
A0372446|M|1|13JUN2023|Card|310|E-commerce|0|310|0|196482
A0372446|M|1|13JUN2023|Card|119|E-commerce|0|119|0|195135
A0372446|M|1|13JUN2023|Card|100|E-commerce|0|100|0|195313
A0372446|M|-1|12JUL2023|Card|119|E-commerce|0|-119|1|195135
A0372446|M|-1|09JUL2023|Card|100|E-commerce|0|-100|1|195313
A0372585|S|1|12MAR2023|Card|151|E-commerce|0|151|0|195239
A0372585|S|-1|05APR2023|Card|151|E-commerce|0|-151|1|195239
A0373734|S|1|08AUG2024|Card|140|E-commerce|0|140|0|188348
A0373734|XL|1|23AUG2023|Card|137|E-commerce|0|137|0|194834
A0373734|XL|-1|31AUG2023|Card|137|E-commerce|0|-137|1|194834
A0373809|S|1|21AUG2024|Card|147|E-commerce|0|147|0|185093
A0374512|S|1|20SEP2023|Card|125.5|E-commerce|0|125.5|0|191495
A0374512|M|-1|19OCT2023|Card|152|E-commerce|0|-152|1|192347
A0374512|S|-1|29SEP2023|Card|125.5|E-commerce|0|-125.5|1|191495
A0374512|M|1|20SEP2023|Card|152|E-commerce|0|152|0|192347
A0374512|S|3|03MAY2024|Card|85|E-commerce|0|255|0|188137
A0374512|M|1|03MAY2024|Card|299|E-commerce|0|299|0|189462
A0374512|46|1|03MAY2024|Card|238.5|E-commerce|0|238.5|0|188284
A0374512|S|-3|25MAY2024|Card|85|E-commerce|0|-255|1|188137
A0374698|M|1|13JAN2025|Card|206.5|E-commerce|0|206.5|0|187779
A0374698|M|-1|18JAN2025|Card|206.5|E-commerce|0|-206.5|1|187779
A0375324|XXL|1|28FEB2024|Card|121.5|E-commerce|0|121.5|0|190341
A0375857|M|3|22JAN2024|Card|143|E-commerce|0|429|0|192067
A0375919|L|1|22DEC2023|Card|215.5|E-commerce|0|215.5|0|193102
A0376419|XL|1|01OCT2023|Card|63.5|E-commerce|0|63.5|0|191093
A0376419|S|-1|07DEC2023|Card|75|E-commerce|0|-75|1|191987
A0376419|38|1|02MAR2023|Card|82|E-commerce|0|82|0|194186
A0376419|XL|-1|15OCT2023|Card|63.5|E-commerce|0|-63.5|1|191093
A0376419|S|1|22OCT2023|Card|75|E-commerce|0|75|0|191987
A0376419|L|1|16DEC2023|Card|124.5|E-commerce|0.55|56|0|193956
A0376419|L|1|23SEP2023|Card|44.5|E-commerce|0|44.5|0|196736
A0376419|M|1|04JAN2024|Card|289|E-commerce|0.5|144.5|0|192036
A0376419|S|1|29DEC2024|Card|77.5|E-commerce|0|77.5|0|187671
A0376419|S|-1|05JAN2025|Card|77.5|E-commerce|0|-77.5|1|187671
A0376748||-1|01JUN2023|Card|47.5|E-commerce|0|-47.5|1|194529
A0376748||1|09MAY2023|Card|19.5|E-commerce|0|19.5|0|195892
A0376748|M|1|09MAY2023|Card|73|E-commerce|0|73|0|194369
A0376748||1|09MAY2023|Card|47.5|E-commerce|0|47.5|0|194529
A0376748|M|-1|09MAY2023|Card|73|E-commerce|0|-73|1|194369
A0376748||-1|09MAY2023|Card|19.5|E-commerce|0|-19.5|1|195892
A0376748|XL|1|25SEP2024|Card|168.5|E-commerce|0.2|134.8|0|185067
A0376828|M|-3|27JAN2024|Card|122|E-commerce|0|-366|1|192639
A0376828|M|3|30DEC2023|Card|122|E-commerce|0|366|0|192639
A0377883|L|-2|30JAN2024|Card|124|E-commerce|0|-248|1|191978
A0377883|L|2|01JAN2024|Card|124|E-commerce|0|248|0|191978
A0377883|S|3|01NOV2024|Card|78.5|E-commerce|0|235.5|0|186522
A0378437|XL|1|30SEP2024|Card|133|E-commerce|0|133|0|186153
A0378437|M|1|01MAY2023|Card|220|E-commerce|0|220|0|195189
A0378437|M|-1|16MAY2023|Card|220|E-commerce|0|-220|1|195189
A0378437|M|1|29MAY2023|Card|209|E-commerce|0|209|0|195199
A0378437|S|-1|13MAY2023|Card|65.5|E-commerce|0|-65.5|1|195989
A0378437|S|1|01MAY2023|Card|65.5|E-commerce|0|65.5|0|195989
A0378437|M|-1|01JAN2025|Card|69.5|E-commerce|0|-69.5|1|186283
A0378437|XL|1|19DEC2024|Card|123.5|E-commerce|0|123.5|0|186570
A0378437|M|1|04DEC2024|Card|53.5|E-commerce|0|53.5|0|187071
A0378437|M|1|20DEC2024|Card|69.5|E-commerce|0|69.5|0|186283
A0378437|XL|-1|18OCT2024|Card|133|E-commerce|0|-133|1|186153
A0378502|M|1|19NOV2023|Card|143.5|E-commerce|0|143.5|0|191391
A0378502|P|-1|19DEC2023|Card|161.5|E-commerce|0|-161.5|1|193789
A0378502|L|-1|04DEC2023|Card|161|E-commerce|0|-161|1|191485
A0378502|S|1|19NOV2023|Card|102|E-commerce|0|102|0|192430
A0378502||-3|15DEC2023|Card|42|E-commerce|0|-126|1|193500
A0378502|P|1|01DEC2023|Card|161.5|E-commerce|0|161.5|0|193789
A0378502|40|1|19NOV2023|Card|187|E-commerce|0|187|0|191960
A0378502|40|-1|14DEC2023|Card|187|E-commerce|0|-187|1|191960
A0378502|L|-1|24SEP2023|Card|146.5|E-commerce|0|-146.5|1|194018
A0378502|36|1|01DEC2023|Card|229.5|E-commerce|0.5|114.8|0|193286
A0378502|P|-1|04DEC2023|Card|161.5|E-commerce|0|-161.5|1|193789
A0378502||-3|04DEC2023|Card|42|E-commerce|0|-126|1|193500
A0378502|L|1|11SEP2023|Card|146.5|E-commerce|0|146.5|0|194018
A0378502||3|01DEC2023|Card|42|E-commerce|0|126|0|193500
A0378502|36|1|01DEC2023|Card|171.5|E-commerce|0.5|85.8|0|191414
A0378502|L|1|01DEC2023|Card|161|E-commerce|0|161|0|191485
A0378502|L|-1|27DEC2023|Card|161|E-commerce|0|-161|1|191485
A0378502|M|2|29MAY2024|Card|77.5|E-commerce|0|155|0|189203
A0378502|S|1|29MAY2024|Card|108|E-commerce|0|108|0|190739
A0378502|M|1|12MAR2024|Card|277|E-commerce|0|277|0|189245
A0378502|M|1|29MAY2024|Card|278|E-commerce|0|278|0|189640
A0378502|M|-1|02APR2024|Card|277|E-commerce|0|-277|1|189245
A0378502|M|-1|19JUN2024|Card|232|E-commerce|0|-232|1|189826
A0378502||-1|07JUN2024|Card|16|E-commerce|0|-16|1|190360
A0378502|M|-1|24JUN2024|Card|278|E-commerce|0|-278|1|189640
A0378502|M|1|06APR2024|Card|163|E-commerce|0|163|0|190908
A0378502|S|1|30JUN2024|Card|225|E-commerce|0|225|0|190169
A0378502|S|1|29MAY2024|Card|127.5|E-commerce|0|127.5|0|189539
A0378502|M|1|29MAY2024|Card|232|E-commerce|0|232|0|189826
A0378502|M|-1|15APR2024|Card|163|E-commerce|0|-163|1|190908
A0378502|P|1|29MAY2024|Card|97|E-commerce|0|97|0|189891
A0378502||1|29MAY2024|Card|16|E-commerce|0|16|0|190360
A0378502|P|-1|27JUN2024|Card|97|E-commerce|0|-97|1|189891
A0379057|L|1|10AUG2024|Card|131.5|E-commerce|0|131.5|0|189175
A0379057|L|1|10AUG2024|Card|152|E-commerce|0|152|0|188845
A0379057||1|25MAY2024|Card|67|E-commerce|0|67|0|189210
A0379057|L|-1|29AUG2024|Card|131.5|E-commerce|0|-131.5|1|189175
A0379057||-1|06JUN2024|Card|67|E-commerce|0|-67|1|189210
A0379057|S|1|04FEB2024|Card|130|E-commerce|0|130|0|193361
A0379057|L|1|10AUG2024|Card|181.5|E-commerce|0|181.5|0|189586
A0379057||1|29APR2023|Card|46.5|E-commerce|0|46.5|0|195866
A0379057||-1|11MAY2023|Card|46.5|E-commerce|0|-46.5|1|195866
A0379057|L|1|29APR2023|Card|283.5|E-commerce|0|283.5|0|194840
A0379057|L|-1|25MAY2023|Card|283.5|E-commerce|0|-283.5|1|194840
A0379057|S|1|17JUL2023|Card|132.5|E-commerce|0|132.5|0|194823
