customer_id|id_nl|date|open|click
A0378437|6753217|08OCT2023|Y|Y
A0378437|6753212|18JUN2023|N|N
A0378437|6753215|03SEP2023|Y|N
A0378437|6753222|03MAR2024|N|N
A0378437|6753223|17MAR2024|N|N
A0378437|6753220|07JAN2024|Y|N
A0378437|6753211|04JUN2023|Y|N
A0378437|6753218|29OCT2023|N|N
A0378437|6753213|25JUN2023|N|N
A0378437|6753221|04FEB2024|Y|N
A0378437|6753219|19NOV2023|Y|N
A0378437|6753216|10SEP2023|Y|Y
A0378437|6753233|02FEB2025|Y|N
A0378437|6753232|29DEC2024|Y|N
A0378502|6752689|29DEC2024|N|N
A0378502|6752688|22DEC2024|Y|N
A0378502|6752690|23FEB2025|Y|N
A0378502|6752681|18FEB2024|N|N
A0378502|6752680|14JAN2024|Y|Y
A0378502|6752679|07JAN2024|N|N
A0378502|6752678|01OCT2023|Y|N
A0378502|6752684|18AUG2024|Y|Y
A0378502|6752687|01DEC2024|N|N
A0378502|6752682|21APR2024|N|N
A0378502|6752683|07JUL2024|Y|Y
A0378502|6752686|24NOV2024|N|N
A0378502|6752685|06OCT2024|N|N
A0379057|6748226|03NOV2024|N|N
A0379057|6748224|14APR2024|N|N
A0379057|6748225|27OCT2024|N|N
A0379057|6748223|15OCT2023|N|N
A0379057|6748222|16JUL2023|Y|Y
A0379057|6748227|05JAN2025|N|N
A0380718|6735332|01DEC2024|Y|N
A0380718|6735330|28JUL2024|N|N
A0380718|6735331|20OCT2024|Y|N
A0380718|6735334|02FEB2025|N|N
A0380718|6735333|26JAN2025|N|N
A0380718|6735329|05NOV2023|Y|N
A0380878|6734000|25FEB2024|Y|N
A0380878|6734003|23FEB2025|N|N
A0380878|6734002|08DEC2024|Y|N
A0380878|6734001|23JUN2024|N|N
A0382248|6722812|09FEB2025|N|N
A0382907|6717812|30JUN2024|N|N
A0382907|6717811|02JUN2024|Y|N
A0382907|6717813|07JUL2024|Y|N
A0382907|6717810|28APR2024|N|N
A0382907|6717814|18AUG2024|Y|N
A0382907|6717815|25AUG2024|Y|N
A0382907|6717808|14MAY2023|N|N
A0382907|6717809|17SEP2023|N|N
A0383620|6712291|18JUN2023|N|N
A0383620|6712292|12NOV2023|N|N
A0383620|6712290|28MAY2023|Y|N
A0383620|6712294|17DEC2023|Y|Y
A0383620|6712295|14JAN2024|Y|N
A0383620|6712293|03DEC2023|N|N
A0383620|6712300|22DEC2024|N|N
A0383620|6712296|07APR2024|Y|Y
A0383620|6712298|27OCT2024|Y|Y
A0383620|6712297|16JUN2024|Y|Y
A0383620|6712299|17NOV2024|N|N
A0383882|6709949|16JUN2024|Y|Y
A0383882|6709951|17NOV2024|N|N
A0383882|6709950|07JUL2024|N|N
A0383882|6709952|09FEB2025|N|N
A0385189|6699861|31MAR2024|Y|N
A0385189|6699863|06OCT2024|Y|N
A0385189|6699862|16JUN2024|N|N
A0386763|6687180|17DEC2023|N|N
A0386763|6687181|14JUL2024|N|N
A0386763|6687182|27OCT2024|Y|Y
A0386864|6686338|11AUG2024|Y|N
A0386864|6686341|13OCT2024|Y|N
A0386864|6686342|27OCT2024|Y|N
A0386864|6686333|19MAY2024|Y|Y
A0386864|6686339|25AUG2024|N|N
A0386864|6686336|30JUN2024|Y|Y
A0386864|6686332|05MAY2024|N|N
A0386864|6686334|26MAY2024|N|N
A0386864|6686337|21JUL2024|Y|N
A0386864|6686335|16JUN2024|Y|N
A0386864|6686340|01SEP2024|N|N
A0386864|6686327|29OCT2023|Y|N
A0386864|6686321|30APR2023|Y|Y
A0386864|6686326|24SEP2023|Y|Y
A0386864|6686330|21JAN2024|N|N
A0386864|6686323|27AUG2023|N|N
A0386864|6686328|05NOV2023|Y|Y
A0386864|6686325|10SEP2023|N|N
A0386864|6686331|28JAN2024|N|N
A0386864|6686322|23JUL2023|N|N
A0386864|6686329|17DEC2023|N|N
A0386864|6686324|03SEP2023|Y|N
A0386864|6686350|23FEB2025|N|N
A0386864|6686349|02FEB2025|Y|Y
A0386864|6686344|22DEC2024|Y|Y
A0386864|6686348|26JAN2025|Y|Y
A0386864|6686347|12JAN2025|N|N
A0386864|6686346|05JAN2025|N|N
A0386864|6686345|29DEC2024|Y|N
A0386864|6686343|15DEC2024|N|N
A0387728|6679398|23FEB2025|Y|N
A0387728|6679390|21JAN2024|N|N
A0387728|6679389|26NOV2023|Y|N
A0387728|6679391|25FEB2024|Y|Y
A0387728|6679392|24MAR2024|Y|Y
A0387728|6679387|03SEP2023|Y|N
A0387728|6679388|01OCT2023|N|N
A0387728|6679396|11AUG2024|N|N
A0387728|6679393|31MAR2024|N|N
A0387728|6679394|28APR2024|N|N
A0387728|6679395|02JUN2024|N|N
A0387728|6679397|06OCT2024|N|N
A0387909|6677921|17SEP2023|N|N
A0387909|6677924|25FEB2024|Y|N
A0387909|6677919|07MAY2023|Y|N
A0387909|6677923|21JAN2024|Y|Y
A0387909|6677922|19NOV2023|Y|Y
A0387909|6677918|16APR2023|N|N
A0387909|6677920|25JUN2023|Y|Y
A0387909|6677929|15DEC2024|N|N
A0387909|6677931|23FEB2025|N|N
A0387909|6677930|19JAN2025|N|N
A0387909|6677926|11AUG2024|Y|N
A0387909|6677927|08SEP2024|N|N
A0387909|6677925|31MAR2024|Y|Y
A0387909|6677928|01DEC2024|N|N
A0388141|6676075|29SEP2024|N|N
A0388141|6676074|22SEP2024|Y|N
A0388141|6676073|04AUG2024|N|N
A0388141|6676077|01DEC2024|N|N
A0388141|6676072|09JUN2024|N|N
A0388141|6676076|17NOV2024|N|N
A0388141|6676071|26MAY2024|Y|N
A0388141|6676078|12JAN2025|Y|Y
A0388141|6676070|24MAR2024|Y|N
A0388141|6676069|11FEB2024|Y|N
A0388141|6676066|19NOV2023|Y|Y
A0388141|6676068|28JAN2024|N|N
A0388141|6676067|31DEC2023|N|N
A0388673|6671918|18AUG2024|Y|Y
A0388673|6671917|04JUN2023|Y|Y
A0388833|6670668|01OCT2023|Y|Y
A0388833|6670670|17DEC2023|Y|N
A0388833|6670669|26NOV2023|N|N
A0389448|6665524|07JUL2024|N|N
A0389448|6665522|05MAY2024|N|N
A0389448|6665525|11AUG2024|Y|Y
A0389448|6665523|12MAY2024|Y|N
A0389448|6665526|08DEC2024|N|N
A0389448|6665521|25FEB2024|Y|Y
A0390622|6656060|05JAN2025|N|N
A0390622|6656059|08DEC2024|Y|N
A0390622|6656053|17MAR2024|N|N
A0390622|6656056|07JUL2024|Y|Y
A0390622|6656058|01DEC2024|Y|N
A0390622|6656057|18AUG2024|Y|N
A0390622|6656054|16JUN2024|N|N
A0390622|6656055|30JUN2024|Y|N
A0391249|6651586|05JAN2025|N|N
A0391249|6651587|09FEB2025|N|N
A0391249|6651585|22DEC2024|N|N
A0391249|6651582|03MAR2024|N|N
A0391249|6651577|05NOV2023|Y|N
A0391249|6651575|01OCT2023|N|N
A0391249|6651580|31DEC2023|Y|N
A0391249|6651576|22OCT2023|Y|N
A0391249|6651579|17DEC2023|N|N
A0391249|6651581|04FEB2024|Y|N
A0391249|6651578|03DEC2023|N|N
A0391249|6651574|10SEP2023|N|N
A0391249|6651583|31MAR2024|N|N
A0391249|6651584|14JUL2024|Y|N
A0391948|6646356|01DEC2024|N|N
A0391948|6646355|08SEP2024|Y|Y
A0391948|6646354|07APR2024|N|N
A0391948|6646350|15OCT2023|N|N
A0391948|6646353|21JAN2024|N|N
A0391948|6646344|02APR2023|Y|Y
A0391948|6646347|18JUN2023|Y|N
A0391948|6646343|05MAR2023|N|N
A0391948|6646352|31DEC2023|N|N
A0391948|6646349|13AUG2023|Y|N
A0391948|6646346|04JUN2023|Y|N
A0391948|6646345|28MAY2023|N|N
A0391948|6646351|24DEC2023|N|N
A0391948|6646348|25JUN2023|N|N
A0391948|6646357|16FEB2025|Y|N
A0392132|6645165|22DEC2024|Y|N
A0392132|6645164|18AUG2024|N|N
A0393066|6638504|30JUN2024|Y|N
A0393066|6638505|11AUG2024|Y|Y
A0393066|6638503|31MAR2024|Y|Y
A0393509|6635319|07APR2024|Y|Y
A0393509|6635321|28APR2024|N|N
A0393509|6635320|14APR2024|Y|N
A0393509|6635323|29SEP2024|Y|N
A0393509|6635322|15SEP2024|Y|N
A0393509|6635325|19JAN2025|Y|N
A0393509|6635324|22DEC2024|N|N
A0393509|6635318|04FEB2024|N|N
A0393509|6635315|31DEC2023|Y|N
A0393509|6635312|08OCT2023|N|N
A0393509|6635314|26NOV2023|Y|N
A0393509|6635311|23JUL2023|N|N
A0393509|6635317|28JAN2024|Y|N
A0393509|6635313|12NOV2023|Y|N
A0393509|6635316|14JAN2024|N|N
A0394632|6627879|10MAR2024|Y|Y
A0394632|6627878|21JAN2024|Y|N
A0394632|6627877|14JAN2024|N|N
A0394632|6627875|01OCT2023|N|N
A0394632|6627876|29OCT2023|Y|N
A0394632|6627887|15DEC2024|N|N
A0394632|6627888|29DEC2024|N|N
A0394632|6627881|12MAY2024|N|N
A0394632|6627886|17NOV2024|N|N
A0394632|6627880|14APR2024|Y|N
A0394632|6627883|01SEP2024|N|N
A0394632|6627884|29SEP2024|Y|N
A0394632|6627882|30JUN2024|Y|Y
A0394632|6627885|13OCT2024|Y|N
A0396013|6618179|16JUL2023|Y|Y
A0396172|6617180|24DEC2023|N|N
A0396214|6616893|22OCT2023|Y|Y
A0396214|6616899|24MAR2024|N|N
A0396214|6616894|05NOV2023|Y|Y
A0396214|6616896|07JAN2024|Y|Y
A0396214|6616897|28JAN2024|Y|Y
A0396214|6616898|11FEB2024|N|N
A0396214|6616895|03DEC2023|N|N
A0396214|6616900|21APR2024|N|N
A0396214|6616904|25AUG2024|N|N
A0396214|6616905|15SEP2024|Y|Y
A0396214|6616902|09JUN2024|Y|Y
A0396214|6616901|05MAY2024|N|N
A0396214|6616906|29SEP2024|Y|N
A0396214|6616903|21JUL2024|N|N
A0396424|6615160|23FEB2025|Y|N
A0396424|6615159|08DEC2024|N|N
A0396424|6615157|17DEC2023|N|N
A0396424|6615156|20AUG2023|Y|N
A0396424|6615158|20OCT2024|N|N
A0396539|6614465|15SEP2024|Y|N
A0396539|6614464|21JUL2024|N|N
A0396694|6613376|27OCT2024|Y|Y
A0397890|6605101|15OCT2023|N|N
A0399608|6593180|09JUN2024|N|N
A0399608|6593179|21APR2024|Y|N
A0399608|6593176|04FEB2024|Y|N
A0399608|6593178|17MAR2024|N|N
A0399608|6593177|18FEB2024|N|N
A0399608|6593181|08DEC2024|Y|Y
A0399608|6593182|19JAN2025|Y|Y
A0399678|6592674|05JAN2025|N|N
A0399764|6592082|16FEB2025|Y|N
A0399764|6592081|10NOV2024|N|N
A0400577|6586211|19MAY2024|Y|N
A0400577|6586212|29DEC2024|Y|N
A0401400|6580363|20AUG2023|Y|Y
A0401400|6580364|16JUN2024|Y|Y
A0401400|6580365|07JUL2024|Y|N
A0401785|6577714|07JAN2024|N|N
A0401785|6577716|13OCT2024|N|N
A0401785|6577715|30JUN2024|N|N
A0402484|6572732|26MAY2024|Y|Y
A0403096|6568399|02JUL2023|Y|Y
A0403938|6562592|04AUG2024|Y|Y
A0404620|6557658|23FEB2025|N|N
A0404996|6555643|12NOV2023|Y|Y
A0405031|6555587|26MAY2024|N|N
A0405031|6555588|21JUL2024|N|N
A0405031|6555589|11AUG2024|Y|N
A0406351|6551580|31DEC2023|N|N
A0406351|6551578|10DEC2023|Y|N
A0406351|6551579|17DEC2023|Y|Y
A0406351|6551577|12NOV2023|Y|N
A0406351|6551576|13AUG2023|N|N
A0406351|6551575|06AUG2023|N|N
A0406351|6551581|25FEB2024|Y|N
A0406351|6551585|29DEC2024|Y|Y
A0406351|6551582|07JUL2024|Y|Y
A0406351|6551583|15SEP2024|Y|Y
A0406351|6551584|03NOV2024|N|N
A0407041|6548059|08SEP2024|N|N
A0407495|6545526|11FEB2024|Y|Y
A0407495|6545525|14JAN2024|N|N
A0407495|6545527|15SEP2024|N|N
A0407918|6543289|19NOV2023|N|N
A0407918|6543288|15OCT2023|Y|N
A0407918|6543292|23FEB2025|N|N
A0407918|6543290|02JUN2024|N|N
A0407918|6543291|20OCT2024|Y|Y
A0408266|6541247|09FEB2025|N|N
A0408266|6541243|31DEC2023|Y|N
A0408266|6541241|21MAY2023|N|N
A0408266|6541242|05NOV2023|Y|Y
A0408266|6541244|19MAY2024|Y|N
A0408266|6541246|04AUG2024|N|N
A0408266|6541245|07JUL2024|Y|N
A0408370|6540738|25AUG2024|Y|N
A0409276|6535819|14APR2024|N|N
A0409276|6535820|20OCT2024|N|N
A0409276|6535821|23FEB2025|Y|N
A0409276|6535816|17SEP2023|N|N
A0409276|6535815|10SEP2023|Y|N
A0409276|6535818|21JAN2024|N|N
A0409276|6535817|26NOV2023|N|N
A0409292|6535711|01DEC2024|N|N
A0409292|6535710|08SEP2024|Y|Y
A0409689|6533354|27OCT2024|Y|N
A0409689|6533353|25AUG2024|N|N
A0409689|6533352|03MAR2024|N|N
A0409689|6533355|12JAN2025|N|N
A0410184|6530719|26JAN2025|Y|N
A0410184|6530715|23JUL2023|Y|N
A0410184|6530714|14MAY2023|Y|Y
A0410184|6530716|26MAY2024|N|N
A0410184|6530717|23JUN2024|Y|N
A0410184|6530718|30JUN2024|Y|N
A0410928|6526641|31MAR2024|Y|N
A0410928|6526640|24DEC2023|Y|Y
A0411217|6524930|10MAR2024|Y|N
A0411217|6524929|25FEB2024|N|N
A0411217|6524931|08SEP2024|Y|Y
A0411217|6524932|01DEC2024|Y|N
A0411901|6521274|15OCT2023|Y|N
A0411901|6521275|03DEC2023|N|N
A0411901|6521271|18JUN2023|Y|Y
A0411901|6521277|14JAN2024|Y|Y
A0411901|6521276|07JAN2024|Y|N
A0411901|6521273|23JUL2023|Y|N
A0411901|6521278|04FEB2024|Y|Y
A0411901|6521272|02JUL2023|N|N
A0411901|6521283|15DEC2024|Y|N
A0411901|6521281|11AUG2024|Y|N
A0411901|6521279|12MAY2024|Y|Y
A0411901|6521280|23JUN2024|N|N
A0411901|6521282|01DEC2024|N|N
A0414317|6507156|28JUL2024|Y|Y
A0414317|6507157|04AUG2024|N|N
A0414317|6507155|07JUL2024|N|N
A0414317|6507158|29SEP2024|N|N
A0414317|6507144|30APR2023|Y|N
A0414317|6507145|04JUN2023|N|N
A0414317|6507149|24SEP2023|N|N
A0414317|6507152|19NOV2023|N|N
